costF,latencyF,dist,time
334,1632.3,833.060515508927,1.904
927,1103.75,720.692906601002,1.904
417,1604.83333333333,829.062577218659,1.904
709,1398.56344444444,784.005852678459,1.904
796,1312.38677777778,767.459291181939,1.904
437,1591.44333333333,825.175872649448,1.904
844,1170.24777777778,721.424954758606,1.904
713,1378.88455555556,776.159071574513,1.904
500,1538.33555555556,808.776279555481,1.904
690,1411.30222222222,785.473418144972,1.904
840,1131.62494444444,704.658607924591,1.904
520,1563.97666666667,824.078730140176,1.904
603,1497.47888888889,807.16355571035,1.904
607,1477.8,798.802516270448,1.904
757,1198.12272222222,708.616090966256,1.904
713,1321.27122222222,750.687458712447,1.904
